id,periodo,central,agente,agente_descripcion,region,categoria_region,tipo_maquina,fuente_generacion,tecnologia,potencia_instalada_mw,fecha_proceso,lote_id_log,mes,indice_tiempo,anio
6332,2017-09-01 00:00:00,REAL,CTREALSG,CT REALICO - SECCO,COMAHUE,Comahue,DI,Térmica,Motor Diesel,24,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6333,2017-09-01 00:00:00,REOLHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HR,Renovable,Hidráulica Renovable,33,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6334,2017-09-01 00:00:00,RESC,CTREMEAG,C.T.REMED.DE ESCALADA -AGGREKO,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,25,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6335,2017-09-01 00:00:00,RGDEHB,EPECORDG,EPEC GENERACION,CENTRO,Centro,HB,Hidráulica,Hidráulica,750,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6336,2017-09-01 00:00:00,RHONHI,HRHONDOG,HIDROELECTRICA RIO HONDO SA,NOROESTE,Noa,HR,Renovable,Hidráulica Renovable,16,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6337,2017-09-01 00:00:00,ROCA,CTROCARG,CT ROCA SA,COMAHUE,Comahue,TG,Térmica,Turbina a gas,130,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6338,2017-09-01 00:00:00,ROMEHI,CHJROMEG,CENTRAL JULIAN ROMERO 5 SALTOS,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,6.2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6339,2017-09-01 00:00:00,RREYHI,HREYESYG,HIDROELECTRICA REYES EJSEDSA,NOROESTE,Noa,HR,Renovable,Hidráulica Renovable,7,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6340,2017-09-01 00:00:00,RSAU,CTMEDANG,C.MEDANITOS-RINCON SAUCES,COMAHUE,Comahue,DI,Térmica,Motor Diesel,32,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6341,2017-09-01 00:00:00,RTER,GENCORDG,GENERADORA CORDOBA S.A.,CENTRO,Centro,TG,Térmica,Turbina a gas,26,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6342,2017-09-01 00:00:00,RUFI,CTRUFING,CT RUFINO Sta Fe - ENARSA,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,31.9,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6343,2017-09-01 00:00:00,SALOHI,CHSLOMAG,C.H. SALTO DE LA LOMA SIEyE,CUYO,Cuyo,MH,Renovable,Hidráulica Renovable,0.55,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6344,2017-09-01 00:00:00,SANDHI,SALANDEG,CENTRAL SALTO ANDERSEN,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,7.9,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6345,2017-09-01 00:00:00,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,CUYO,Cuyo,TG,Térmica,Turbina a gas,30,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6346,2017-09-01 00:00:00,SCTP,EDEABA1G,EDEA GENERACION,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,14,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6347,2017-09-01 00:00:00,SFRA,EPECORDG,EPEC GENERACION,CENTRO,Centro,TG,Térmica,Turbina a gas,39,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6348,2017-09-01 00:00:00,SGDEHIAR,CTMSALGG,CTM SALTO GRANDE,LITORAL,Gba - Litoral - Buenos Aires,HI,Hidráulica,Hidráulica,945,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6349,2017-09-01 00:00:00,SGUIHI,CHSGUILG,C.H. SAN GUILLERMO SIEyE,CUYO,Cuyo,MH,Renovable,Hidráulica Renovable,0.1,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6350,2017-09-01 00:00:00,SJUAFV,PFOTOSJG,PTA FOTOVOLTAICA S.JUAN I-EPSE,CUYO,Cuyo,FV,Renovable,Solar,1.2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6351,2017-09-01 00:00:00,SLTO,CTSATOSG,CT SALTO - SOENERGY,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,22.5,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6352,2017-09-01 00:00:00,SMAN,CTSMNO3G,C.T.SAN MARTIN NORTE 3- ENARSA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Renovable,Biogas,5.1,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6353,2017-09-01 00:00:00,SMAR,EDECATKG,EDECAT GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,2.8,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6354,2017-09-01 00:00:00,SMARHI,GEMSAMEG,GENERADORA ELECTRICA MENDOZ.SA,CUYO,Cuyo,HR,Renovable,Hidráulica Renovable,6.48,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6355,2017-09-01 00:00:00,SMIG,CTSAMING,CT SAN MIGUEL NORTE III-ENARSA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Renovable,Biogas,11.5,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6356,2017-09-01 00:00:00,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,Noa,TG,Térmica,Ciclos Combinados,230.7,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6357,2017-09-01 00:00:00,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,Noa,TV,Térmica,Ciclos Combinados,151.3,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6358,2017-09-01 00:00:00,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,25,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6359,2017-09-01 00:00:00,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,Gba - Litoral - Buenos Aires,TV,Térmica,Turbovapor,650,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6360,2017-09-01 00:00:00,SOES,EPECORDG,EPEC GENERACION,CENTRO,Centro,TG,Térmica,Turbina a gas,100,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6361,2017-09-01 00:00:00,SORR,CTSORREG,C.TERMICA SORRENTO,LITORAL,Gba - Litoral - Buenos Aires,TV,Térmica,Turbovapor,217,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6362,2017-09-01 00:00:00,SPE2,CTSAE2AG,CT SAENZ PEÑA II- AGGREKO,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6363,2017-09-01 00:00:00,SPEN,CTSAENAG,CT SAENZ PEÑA - APR ENERGY,NORESTE,Nea,DI,Térmica,Motor Diesel,20,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6364,2017-09-01 00:00:00,SROQHI,EPECORDG,EPEC GENERACION,CENTRO,Centro,HR,Renovable,Hidráulica Renovable,24,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6365,2017-09-01 00:00:00,SROS,CTSROSTG,CT SANTA ROSA -TURBODISEL,NORESTE,Nea,DI,Térmica,Motor Diesel,7.2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6366,2017-09-01 00:00:00,SVIC,CTSANVIG,CT SAN VICENTE BsAs - ENARSA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,27.6,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6367,2017-09-01 00:00:00,TAND,TERMOANG,C.T. SALTA (TERMOANDES),NOROESTE,Noa,TG,Térmica,Ciclos Combinados,416,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6368,2017-09-01 00:00:00,TARD,CTTARTSG,CT TARTAGAL - SOENERGY,NOROESTE,Noa,DI,Térmica,Motor Diesel,10,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6369,2017-09-01 00:00:00,TERV,CTTERESG,CT TEREVINTOS - SECCO,NOROESTE,Noa,DI,Térmica,Motor Diesel,8,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6370,2017-09-01 00:00:00,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,LITORAL,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,584.84,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6371,2017-09-01 00:00:00,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,LITORAL,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,280.3,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6372,2017-09-01 00:00:00,TINO,CTTINOSG,CT TINOGASTA - SULLAIR,NOROESTE,Noa,DI,Térmica,Motor Diesel,15,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6373,2017-09-01 00:00:00,TORDEO,CETORDIG,CE EL TORDILLO-VIENTO PATAGON,PATAGONICA,Patagonia,EO,Renovable,Eólica,3,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6374,2017-09-01 00:00:00,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,Noa,TG,Térmica,Ciclos Combinados,288.4,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6375,2017-09-01 00:00:00,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,Noa,TV,Térmica,Ciclos Combinados,158.6,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6376,2017-09-01 00:00:00,TUNAHI,AESJURAG,AES JURAMENTO,NOROESTE,Noa,HR,Renovable,Hidráulica Renovable,10.52,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6377,2017-09-01 00:00:00,ULLUHI,HTSANJUG,HIDROTERMICA SAN JUAN,CUYO,Cuyo,HR,Renovable,Hidráulica Renovable,42,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6378,2017-09-01 00:00:00,VANG,CTVANGAG,CT VILLA ANGELA - AGGREKO,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6379,2017-09-01 00:00:00,VGAD,CTGVILAG,CT GRAL. VILLEGAS - AGGREKO,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,23.5,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6380,2017-09-01 00:00:00,VGEP,CEVIGE3G,COOP. VILLA GESELL GENERACIÓN,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,2.96,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6381,2017-09-01 00:00:00,VGES,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,45,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6382,2017-09-01 00:00:00,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,80,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6383,2017-09-01 00:00:00,VIAL,CTVIALAG,CT VIALE - AGGREKO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,10,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6384,2017-09-01 00:00:00,VMAR,EPECORDG,EPEC GENERACION,CENTRO,Centro,TG,Térmica,Turbina a gas,48,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6385,2017-09-01 00:00:00,VOBL,CTVOBLIG,CT VUELTA DE OBLIGADO,LITORAL,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,566.565,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6386,2017-09-01 00:00:00,VTUD,CTVTUESG,CT VENADO TUERTO - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,19.2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6387,2017-09-01 00:00:00,YACYHI,YACYRETG,E.B. YACYRETA,NORESTE,Nea,HI,Hidráulica,Hidráulica,3100,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6388,2017-09-01 00:00:00,DIVIHI,APELPALD,APELP,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,10,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6389,2017-09-01 00:00:00,GROCHI,EDERSARD,EMP DE ENERGIA DE RIO NEGRO SA,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6390,2017-09-01 00:00:00,CACVHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Cuyo,HR,Renovable,Hidráulica Renovable,9,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6391,2017-09-01 00:00:00,NPOM,CTNPOMPG,CT NUEVA POMPEYA - ENARSA,NORESTE,Nea,DI,Térmica,Motor Diesel,4,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6392,2017-09-01 00:00:00,SANA,EMISSANG,EMSA GENERACION,NORESTE,Nea,DI,Térmica,Motor Diesel,0.72,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6393,2017-09-01 00:00:00,PALM,CTPALARG,CT PALMAR LARGO - ENARSA,NORESTE,Nea,DI,Térmica,Motor Diesel,3,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6394,2017-09-01 00:00:00,SFR2,EPECORDG,EPEC GENERACION,CENTRO,Centro,DI,Térmica,Motor Diesel,16.8,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6395,2017-09-01 00:00:00,SSAL,CTSSALVG,CT SAN SALVADOR E.Rios -ENARSA,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,10.8,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6396,2017-09-01 00:00:00,BERI,EMISSANG,EMSA GENERACION,NORESTE,Nea,DI,Térmica,Motor Diesel,2.096,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6397,2017-09-01 00:00:00,PROC,CTPROCAG,CT PRESIDENCIA ROCA - ENARSA,NORESTE,Nea,DI,Térmica,Motor Diesel,6,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6398,2017-09-01 00:00:00,BAND,CTBANDEG,CT BANDERA SgoEstero - ENARSA,NOROESTE,Noa,DI,Térmica,Motor Diesel,31,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6399,2017-09-01 00:00:00,SCHA,CTSMARTG,CT SAN MARTIN Chaco - ENARSA,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6400,2017-09-01 00:00:00,COSM,COSTANDG,MOTOGENERADORES COSTANERA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,35.6,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6401,2017-09-01 00:00:00,RCHI,CTRIOCHG,CT RIO CHICO - SPSE,PATAGONICA,Patagonia,TG,Térmica,Turbina a gas,35,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6402,2017-09-01 00:00:00,HUMA,EJUESAYG,EMP.JUJENIA DE ENER.GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,1.62,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6403,2017-09-01 00:00:00,JUMEEO,CEOJUMEG,C.EOLICA EL JUME Sgo del Ester,NOROESTE,Noa,EO,Renovable,Eólica,8,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6404,2017-09-01 00:00:00,BARD,CTBQUERG,CT BARRANQUERAS Chaco- ENARSA,NORESTE,Nea,DI,Térmica,Motor Diesel,21.7,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6405,2017-09-01 00:00:00,PNEGHI,CHPNEGRG,C.H.PUNTA NEGRA - EPSE,CUYO,Cuyo,HI,Hidráulica,Hidráulica,63.28,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6406,2017-09-01 00:00:00,OLPA,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,1.76,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6407,2017-09-01 00:00:00,LROB,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,0.88,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6408,2017-09-01 00:00:00,PZUE,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,2.56,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6409,2017-09-01 00:00:00,TELL,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,2.64,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6410,2017-09-01 00:00:00,CHEP,EDELARFG,EDELAR GENERACION,NOROESTE,Noa,DI,Térmica,Motor Diesel,1.68,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6411,2017-09-01 00:00:00,BRA2,CTBRAG2G,CT BRAGADO 2 - GENNEIA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,59.2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6412,2017-09-01 00:00:00,MDP2,CT9JULIG,CT 9 de JULIO C Cost ATLANTICA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,102,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6413,2017-09-01 00:00:00,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Noa,DI,Térmica,Motor Diesel,89,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6414,2017-09-01 00:00:00,SERT,CTRTERCG,CT RIO TERCERO II - SoENERGY,CENTRO,Centro,TG,Térmica,Turbina a gas,60,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6415,2017-09-01 00:00:00,ROJO,CTGROJOG,CT GENERAL ROJO - RIO ENERGY,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,148.23,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6416,2017-09-01 00:00:00,BRA3,CTBRAG3G,CT BRAGADO 3 - GENNEIA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,60.04,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6417,2017-09-01 00:00:00,SAL2,CTSALT2G,CT SALTO 2 - SoENERGY,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,60.9,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6418,2017-09-01 00:00:00,OCAM,CTVOCAMG,CT VILLA OCAMPO - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,50.2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6419,2017-09-01 00:00:00,DFUM,EPECORDG,EPEC GENERACION,CENTRO,Centro,DI,Térmica,Motor Diesel,3.12,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6420,2017-09-01 00:00:00,BRC1,CBIORC1G,CENTRAL BIOELECTRICA R.CUARTO1,CENTRO,Centro,DI,Renovable,Biogas,2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6421,2017-09-01 00:00:00,ZAPA,CTZAPPAG,CT ZAPPALORTO - APR ENERGY,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,93.5,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6422,2017-09-01 00:00:00,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,81.088,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6423,2017-09-01 00:00:00,IND1,CTINDEPG,CT INDEPEND. ETAPA1 G MEDITERR,NOROESTE,Noa,TG,Térmica,Turbina a gas,49.6,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6424,2017-09-01 00:00:00,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,67.232,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6425,2017-09-01 00:00:00,RESCHI,PAHRESCG,PAH RIO ESCONDIDO-PATAG,COMAHUE,Comahue,HR,Renovable,Hidráulica Renovable,7.2,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6426,2017-09-01 00:00:00,YANQ,YANQUETG,BIO ENERGÍA YANQUETRUZ S.A.,CENTRO,Centro,DI,Renovable,Biogas,1.5,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6427,2017-09-01 00:00:00,PILB,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,99.252,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6428,2017-09-01 00:00:00,ANCH,CTANCHOG,CT ANCHORIS - METHAX,CUYO,Cuyo,DI,Térmica,Motor Diesel,10,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6429,2017-09-01 00:00:00,MATE,CTMATH2G,CT MATHEU II - APR ENERGY,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,215.5,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6430,2017-09-01 00:00:00,EZEI,CTEZEI2G,CT EZEIZA ETAPA2 G MEDITERRANE,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,46.5,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6431,2017-09-01 00:00:00,EZEI,CTEZEIZG,CT EZEIZA ETAPA1 G MEDITERRANE,GRAN BS.AS.,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,93,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6432,2017-09-01 00:00:00,LCAM,CTLCAMPG,CT LOMA CAMPANA 1 -YPF,COMAHUE,Comahue,TG,Térmica,Turbina a gas,100,2018-10-08 19:02:31.686353,26,09,2017-09,2017
6433,2017-10-01 00:00:00,ABRO,CTBROWNG,C.T. ALMIRANTE BROWN,GRAN BS.AS.,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,25,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6434,2017-10-01 00:00:00,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Comahue,TG,Térmica,Ciclos Combinados,184.4,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6435,2017-10-01 00:00:00,ADTOHI,HIDIAMAG,H. DIAMANTE SA,CUYO,Cuyo,HI,Hidráulica,Hidráulica,150,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6436,2017-10-01 00:00:00,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Ciclos Combinados,525.96,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6437,2017-10-01 00:00:00,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Gba - Litoral - Buenos Aires,TV,Térmica,Ciclos Combinados,319.3,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6438,2017-10-01 00:00:00,ALEM,CTALEMAG,CT ALEM - AGGREKO,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6439,2017-10-01 00:00:00,ALICHI,HALICURG,AES ALICURA.,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,1050,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6440,2017-10-01 00:00:00,ALUM,CTALUMSG,CT ALUMINÉ - SECCO,COMAHUE,Comahue,DI,Térmica,Motor Diesel,6.3,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6441,2017-10-01 00:00:00,AMEGHI,HAMEGHIG,HIDROELECTRICA AMEGHINO SA,PATAGONICA,Patagonia,HR,Renovable,Hidráulica Renovable,46.8,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6442,2017-10-01 00:00:00,ANAT,CTANA2SG,CT AÑATUYA II - SULLAIR,NOROESTE,Noa,DI,Térmica,Motor Diesel,11.5,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6443,2017-10-01 00:00:00,ANAT,CTANATSG,CT AÑATUYA - SULLAIR,NOROESTE,Noa,DI,Térmica,Motor Diesel,19.2,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6444,2017-10-01 00:00:00,ARA2EO,PEARAU2G,PARQUE EOLICO ARAUCO II SAPEM,NOROESTE,Noa,EO,Renovable,Eólica,25.2,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6445,2017-10-01 00:00:00,ARAUEO,PEARAUCG,PARQUE EOLICO ARAUCO SAPEM,NOROESTE,Noa,EO,Renovable,Eólica,25.2,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6446,2017-10-01 00:00:00,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,163.3,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6447,2017-10-01 00:00:00,ARIS,CTARIVSG,CT ARISTOBU.DEL VALLE-SOENERGY,NORESTE,Nea,DI,Térmica,Motor Diesel,15,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6448,2017-10-01 00:00:00,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,23.37,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6449,2017-10-01 00:00:00,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,BUENOS AIRES,Gba - Litoral - Buenos Aires,TG,Térmica,Turbina a gas,10.4,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6450,2017-10-01 00:00:00,ARRE,CTARREAG,CT ARRECIFES-AGGREKO,BUENOS AIRES,Gba - Litoral - Buenos Aires,DI,Térmica,Motor Diesel,20,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6451,2017-10-01 00:00:00,ARROHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Comahue,HI,Hidráulica,Hidráulica,127.8,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6452,2017-10-01 00:00:00,ATU2,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,Gba - Litoral - Buenos Aires,NU,Nuclear,Nuclear,745,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6453,2017-10-01 00:00:00,ATUC,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,Gba - Litoral - Buenos Aires,NU,Nuclear,Nuclear,362,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6454,2017-10-01 00:00:00,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Comahue,TG,Térmica,Ciclos Combinados,50,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6455,2017-10-01 00:00:00,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Comahue,TG,Térmica,Turbina a gas,16,2018-10-08 19:31:11.951688,27,10,2017-10,2017
6456,2017-10-01 00:00:00,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Comahue,TV,Térmica,Ciclos Combinados,30,2018-10-08 19:31:11.951688,27,10,2017-10,2017
